"Feed Number","Title","Link","Description","Feed URL","Newsletter Signup URL"
"391","DPU – Blueprint Columbus Clintonville II Construction Updates - Recent Updates","https://www.columbus.gov/","DPU – Blueprint Columbus Clintonville II Construction Updates - Recent Updates","https://public.govdelivery.com/topics/OHCCC_391/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_391
"392","DPU – Blueprint Columbus Clintonville III Construction Updates - Recent Updates","https://www.columbus.gov/","DPU – Blueprint Columbus Clintonville III Construction Updates - Recent Updates","https://public.govdelivery.com/topics/OHCCC_392/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_392
"393","DPU – Blueprint Columbus Hilltop 2 Construction Updates - Recent Updates","https://www.columbus.gov/","DPU – Blueprint Columbus Hilltop 2 Construction Updates - Recent Updates","https://public.govdelivery.com/topics/OHCCC_393/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_393
"394","DPU – Blueprint Columbus Hilltop 3 Construction Updates - Recent Updates","https://www.columbus.gov/","DPU – Blueprint Columbus Hilltop 3 Construction Updates - Recent Updates","https://public.govdelivery.com/topics/OHCCC_394/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_394
"395","DPU – Blueprint Columbus Hilltop 4 Construction Updates - Recent Updates","https://www.columbus.gov/","DPU – Blueprint Columbus Hilltop 4 Construction Updates - Recent Updates","https://public.govdelivery.com/topics/OHCCC_395/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_395
"396","DPU – Blueprint Columbus James Livingston 1 Construction Updates - Recent Updates","https://www.columbus.gov/","DPU – Blueprint Columbus James Livingston 1 Construction Updates - Recent Updates","https://public.govdelivery.com/topics/OHCCC_396/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_396
"397","DPU – Blueprint Columbus James Livingston 2 Construction Updates - Recent Updates","https://www.columbus.gov/","DPU – Blueprint Columbus James Livingston 2 Construction Updates - Recent Updates","https://public.govdelivery.com/topics/OHCCC_397/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_397
"398","DPU – Blueprint Columbus James Livingston 3 Construction Updates - Recent Updates","https://www.columbus.gov/","DPU – Blueprint Columbus James Livingston 3 Construction Updates - Recent Updates","https://public.govdelivery.com/topics/OHCCC_398/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_398
"399","DPU – Blueprint Columbus James Livingston 4 Construction Updates - Recent Updates","https://www.columbus.gov/","DPU – Blueprint Columbus James Livingston 4 Construction Updates - Recent Updates","https://public.govdelivery.com/topics/OHCCC_399/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_399
"400","DPU – Blueprint Columbus James Livingston 5 Construction Updates - Recent Updates","https://www.columbus.gov/","DPU – Blueprint Columbus James Livingston 5 Construction Updates - Recent Updates","https://public.govdelivery.com/topics/OHCCC_400/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_400
"401","DPU – Blueprint Columbus Near South Construction Updates - Recent Updates","https://www.columbus.gov/","DPU – Blueprint Columbus Near South Construction Updates - Recent Updates","https://public.govdelivery.com/topics/OHCCC_401/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_401
"402","DPU – Blueprint Columbus North Linden 2 Construction Updates - Recent Updates","https://www.columbus.gov/","DPU – Blueprint Columbus North Linden 2 Construction Updates - Recent Updates","https://public.govdelivery.com/topics/OHCCC_402/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_402
"403","DPU – Blueprint Columbus Old Beechwold Construction Updates - Recent Updates","https://www.columbus.gov/","DPU – Blueprint Columbus Old Beechwold Construction Updates - Recent Updates","https://public.govdelivery.com/topics/OHCCC_403/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_403
"404","DPU – Blueprint Columbus Plum Ridge Construction Updates - Recent Updates","https://www.columbus.gov/","DPU – Blueprint Columbus Plum Ridge Construction Updates - Recent Updates","https://public.govdelivery.com/topics/OHCCC_404/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_404
"405","DPU – Blueprint Columbus South Linden Construction Updates - Recent Updates","https://www.columbus.gov/","DPU – Blueprint Columbus South Linden Construction Updates - Recent Updates","https://public.govdelivery.com/topics/OHCCC_405/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_405
"406","DPU – Blueprint Columbus West Franklinton Construction Updates - Recent Updates","https://www.columbus.gov/","DPU – Blueprint Columbus West Franklinton Construction Updates - Recent Updates","https://public.govdelivery.com/topics/OHCCC_406/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_406
"407","R & P - Champions for PLAY - Recent Updates","https://www.columbus.gov/","R & P - Champions for PLAY - Recent Updates","https://public.govdelivery.com/topics/OHCCC_407/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_407
"408","R & P - Summer Camp - Recent Updates","https://www.columbus.gov/","R & P - Summer Camp - Recent Updates","https://public.govdelivery.com/topics/OHCCC_408/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_408
"409","SER - Keep Columbus Beautiful (KCB) - Recent Updates","https://www.columbus.gov/","SER - Keep Columbus Beautiful (KCB) - Recent Updates","https://public.govdelivery.com/topics/OHCCC_409/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_409
"40","EDU - Child Care Providers - Recent Updates","https://www.columbus.gov/","EDU - Child Care Providers - Recent Updates","https://public.govdelivery.com/topics/OHCCC_40/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_40
"411","SER – Columbus Apartment Managers - Recent Updates","https://www.columbus.gov/","SER – Columbus Apartment Managers - Recent Updates","https://public.govdelivery.com/topics/OHCCC_411/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_411
"412","CCC - Councilmember Emmanuel V. Remy's Forum - Recent Updates","https://www.columbus.gov/","CCC - Councilmember Emmanuel V. Remy's Forum - Recent Updates","https://public.govdelivery.com/topics/OHCCC_412/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_412
"413","CWC Commitment Kick-off - Recent Updates","https://www.columbus.gov/","CWC Commitment Kick-off - Recent Updates","https://public.govdelivery.com/topics/OHCCC_413/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_413
"414","R&P - Adult Tennis League - Recent Updates","https://www.columbus.gov/","R&P - Adult Tennis League - Recent Updates","https://public.govdelivery.com/topics/OHCCC_414/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_414
"415","HOF Invitation - Recent Updates","https://www.columbus.gov/","HOF Invitation - Recent Updates","https://public.govdelivery.com/topics/OHCCC_415/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_415
"416","BZS - Active Professional Contractors 2022 - Recent Updates","https://www.columbus.gov/","BZS - Active Professional Contractors 2022 - Recent Updates","https://public.govdelivery.com/topics/OHCCC_416/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_416
"417","HEA - ALL Public Health Employees - Recent Updates","https://www.columbus.gov/","HEA - ALL Public Health Employees - Recent Updates","https://public.govdelivery.com/topics/OHCCC_417/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_417
"418","R&P - Sports - Youth Flag Football League Parents - Recent Updates","https://www.columbus.gov/","R&P - Sports - Youth Flag Football League Parents - Recent Updates","https://public.govdelivery.com/topics/OHCCC_418/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_418
"41","EDU - After School Program Providers - Recent Updates","https://www.columbus.gov/","EDU - After School Program Providers - Recent Updates","https://public.govdelivery.com/topics/OHCCC_41/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_41
"423","R&P - Sports - Youth Baseball League Parents - Recent Updates","https://www.columbus.gov/","R&P - Sports - Youth Baseball League Parents - Recent Updates","https://public.govdelivery.com/topics/OHCCC_423/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_423
"424","R&P - Sports - Youth Tennis - Recent Updates","https://www.columbus.gov/","R&P - Sports - Youth Tennis - Recent Updates","https://public.govdelivery.com/topics/OHCCC_424/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_424
"425","SER - 2022 DPS Press List - Recent Updates","https://www.columbus.gov/","SER - 2022 DPS Press List - Recent Updates","https://public.govdelivery.com/topics/OHCCC_425/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_425
"426","R & P 2022 Champions for PLAY - Recent Updates","https://www.columbus.gov/","R & P 2022 Champions for PLAY - Recent Updates","https://public.govdelivery.com/topics/OHCCC_426/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_426
"427","R & P - Adopt a Center - Recent Updates","https://www.columbus.gov/","R & P - Adopt a Center - Recent Updates","https://public.govdelivery.com/topics/OHCCC_427/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_427
"428","HR - People Team - Recent Updates","https://www.columbus.gov/","HR - People Team - Recent Updates","https://public.govdelivery.com/topics/OHCCC_428/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_428
"42","GRN - Greenspot Household - Recent Updates","https://www.columbus.gov/","GRN - Greenspot Household - Recent Updates","https://public.govdelivery.com/topics/OHCCC_42/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_42
"431","ODI - Internal Stakeholders - Recent Updates","https://www.columbus.gov/","ODI - Internal Stakeholders - Recent Updates","https://public.govdelivery.com/topics/OHCCC_431/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_431
"432","CWC Onboarding Webinar Aug 2022 - Recent Updates","https://www.columbus.gov/","CWC Onboarding Webinar Aug 2022 - Recent Updates","https://public.govdelivery.com/topics/OHCCC_432/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_432
"433","ODI - Aug. 2023 Networking Event Attendees - Recent Updates","https://www.columbus.gov/","ODI - Aug. 2023 Networking Event Attendees - Recent Updates","https://public.govdelivery.com/topics/OHCCC_433/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_433
"434","Priscilla Tyson Naming - Recent Updates","https://www.columbus.gov/","Priscilla Tyson Naming - Recent Updates","https://public.govdelivery.com/topics/OHCCC_434/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_434
"436","Priscilla Tyson Naming - Council - Recent Updates","https://www.columbus.gov/","Priscilla Tyson Naming - Council - Recent Updates","https://public.govdelivery.com/topics/OHCCC_436/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_436
"437","Rec and Park Commissioners - Recent Updates","https://www.columbus.gov/","Rec and Park Commissioners - Recent Updates","https://public.govdelivery.com/topics/OHCCC_437/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_437
"438","Tyson Naming - R&P - Recent Updates","https://www.columbus.gov/","Tyson Naming - R&P - Recent Updates","https://public.govdelivery.com/topics/OHCCC_438/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_438
"43","HEA - Public Health News & Releases - Recent Updates","https://www.columbus.gov/","HEA - Public Health News & Releases - Recent Updates","https://public.govdelivery.com/topics/OHCCC_43/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_43
"440","2022 BB SB TB Survey - Recent Updates","https://www.columbus.gov/","2022 BB SB TB Survey - Recent Updates","https://public.govdelivery.com/topics/OHCCC_440/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_440
"441","R & P - Fran Ryan Invitation - Recent Updates","https://www.columbus.gov/","R & P - Fran Ryan Invitation - Recent Updates","https://public.govdelivery.com/topics/OHCCC_441/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_441
"443","R & P Fran Ryan Invitation (Family) - Recent Updates","https://www.columbus.gov/","R & P Fran Ryan Invitation (Family) - Recent Updates","https://public.govdelivery.com/topics/OHCCC_443/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_443
"444","R & P - Fran Ryan 2 - Recent Updates","https://www.columbus.gov/","R & P - Fran Ryan 2 - Recent Updates","https://public.govdelivery.com/topics/OHCCC_444/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_444
"445","HR - Central Ohio Area Agency on Aging (COAAA) - Recent Updates","https://www.columbus.gov/","HR - Central Ohio Area Agency on Aging (COAAA) - Recent Updates","https://public.govdelivery.com/topics/OHCCC_445/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_445
"446","CSC – Civil Service Commission – News & Events - Recent Updates","https://www.columbus.gov/","CSC – Civil Service Commission – News & Events - Recent Updates","https://public.govdelivery.com/topics/OHCCC_446/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_446
"448","Executive Director, Office of Education - Recent Updates","https://www.columbus.gov/","Executive Director, Office of Education - Recent Updates","https://public.govdelivery.com/topics/OHCCC_448/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_448
"449","IG - Civilian Police Review Board - Recent Updates","https://www.columbus.gov/","IG - Civilian Police Review Board - Recent Updates","https://public.govdelivery.com/topics/OHCCC_449/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_449
"44","HEA - Public Health Special Events - Recent Updates","https://www.columbus.gov/","HEA - Public Health Special Events - Recent Updates","https://public.govdelivery.com/topics/OHCCC_44/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_44
"450","R & P 2023 Champions for PLAY - Recent Updates","https://www.columbus.gov/","R & P 2023 Champions for PLAY - Recent Updates","https://public.govdelivery.com/topics/OHCCC_450/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_450
"451","R & P Olentangy Trail Comments - Recent Updates","https://www.columbus.gov/","R & P Olentangy Trail Comments - Recent Updates","https://public.govdelivery.com/topics/OHCCC_451/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_451
"452","CSC - 2023 Career Fair Attendee List - Recent Updates","https://www.columbus.gov/","CSC - 2023 Career Fair Attendee List - Recent Updates","https://public.govdelivery.com/topics/OHCCC_452/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_452
"453","SER - ROW Permit List - Recent Updates","https://www.columbus.gov/","SER - ROW Permit List - Recent Updates","https://public.govdelivery.com/topics/OHCCC_453/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_453
"454","SOTC East Side Community Night - Recent Updates","https://www.columbus.gov/","SOTC East Side Community Night - Recent Updates","https://public.govdelivery.com/topics/OHCCC_454/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_454
"455","SOTC West Side Community Night - Recent Updates","https://www.columbus.gov/","SOTC West Side Community Night - Recent Updates","https://public.govdelivery.com/topics/OHCCC_455/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_455
"456","SOTC South Side Community Night - Recent Updates","https://www.columbus.gov/","SOTC South Side Community Night - Recent Updates","https://public.govdelivery.com/topics/OHCCC_456/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_456
"457","National Community Development Week - Recent Updates","https://www.columbus.gov/","National Community Development Week - Recent Updates","https://public.govdelivery.com/topics/OHCCC_457/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_457
"458","Victoria Frye - Recent Updates","https://www.columbus.gov/","Victoria Frye - Recent Updates","https://public.govdelivery.com/topics/OHCCC_458/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_458
"460","CSC_Testing Clinic Registrants - Recent Updates","https://www.columbus.gov/","CSC_Testing Clinic Registrants - Recent Updates","https://public.govdelivery.com/topics/OHCCC_460/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_460
"461","HEA - LGBTQ+ Health Information - Recent Updates","https://www.columbus.gov/","HEA - LGBTQ+ Health Information - Recent Updates","https://public.govdelivery.com/topics/OHCCC_461/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_461
"464","SER - Front and Marconi Contacts - Recent Updates","https://www.columbus.gov/","SER - Front and Marconi Contacts - Recent Updates","https://public.govdelivery.com/topics/OHCCC_464/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_464
"465","WH Event - Recent Updates","https://www.columbus.gov/","WH Event - Recent Updates","https://public.govdelivery.com/topics/OHCCC_465/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_465
"466","SER - Bike Plus - Recent Updates","https://www.columbus.gov/","SER - Bike Plus - Recent Updates","https://public.govdelivery.com/topics/OHCCC_466/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_466
"469","R&P - Sports - Inspire Sports - 14U Students for Triple Threat 3 On 3 Tournament - Recent Updates","https://www.columbus.gov/","R&P - Sports - Inspire Sports - 14U Students for Triple Threat 3 On 3 Tournament - Recent Updates","https://public.govdelivery.com/topics/OHCCC_469/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_469
"46","ODI - Supplier Diversity - Recent Updates","https://www.columbus.gov/","ODI - Supplier Diversity - Recent Updates","https://public.govdelivery.com/topics/OHCCC_46/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_46
"470","Granicus Training Topic - Recent Updates","https://www.columbus.gov/","Granicus Training Topic - Recent Updates","https://public.govdelivery.com/topics/OHCCC_470/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_470
"472","SER - Food Waste - Recent Updates","https://www.columbus.gov/","SER - Food Waste - Recent Updates","https://public.govdelivery.com/topics/OHCCC_472/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_472
"475","SEC - Hammond Center Occupants - Recent Updates","https://www.columbus.gov/","SEC - Hammond Center Occupants - Recent Updates","https://public.govdelivery.com/topics/OHCCC_475/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_475
"476","ODI - Oct 2023 Networking Event Registrants - Recent Updates","https://www.columbus.gov/","ODI - Oct 2023 Networking Event Registrants - Recent Updates","https://public.govdelivery.com/topics/OHCCC_476/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_476
"477","ODI - Oct 2023 Networking Event Attendees - Recent Updates","https://www.columbus.gov/","ODI - Oct 2023 Networking Event Attendees - Recent Updates","https://public.govdelivery.com/topics/OHCCC_477/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_477
"478","DPU – Compost Facility - Recent Updates","https://www.columbus.gov/","DPU – Compost Facility - Recent Updates","https://public.govdelivery.com/topics/OHCCC_478/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_478
"47","ODI - Workforce Diversity - Recent Updates","https://www.columbus.gov/","ODI - Workforce Diversity - Recent Updates","https://public.govdelivery.com/topics/OHCCC_47/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_47
"481","R & P - 50+ Programming Updates - Recent Updates","https://www.columbus.gov/","R & P - 50+ Programming Updates - Recent Updates","https://public.govdelivery.com/topics/OHCCC_481/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_481
"482","R&P - Jazz & Rib Fest Food Vendor Interest - Recent Updates","https://www.columbus.gov/","R&P - Jazz & Rib Fest Food Vendor Interest - Recent Updates","https://public.govdelivery.com/topics/OHCCC_482/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_482
"483","R&P - Community Events Musical Artist Interest - Recent Updates","https://www.columbus.gov/","R&P - Community Events Musical Artist Interest - Recent Updates","https://public.govdelivery.com/topics/OHCCC_483/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_483
"484","R&P - Community Events Food Vendor Interest - Recent Updates","https://www.columbus.gov/","R&P - Community Events Food Vendor Interest - Recent Updates","https://public.govdelivery.com/topics/OHCCC_484/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_484
"485","R & P - All Staff New - Recent Updates","https://www.columbus.gov/","R & P - All Staff New - Recent Updates","https://public.govdelivery.com/topics/OHCCC_485/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_485
"486","BZS – Active FPI and FP Emails - Recent Updates","https://www.columbus.gov/","BZS – Active FPI and FP Emails - Recent Updates","https://public.govdelivery.com/topics/OHCCC_486/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_486
"60","SAFE/SS Mobile Food Vending Licensing > - Recent Updates","https://www.columbus.gov/","SAFE/SS Mobile Food Vending Licensing > - Recent Updates","https://public.govdelivery.com/topics/OHCCC_60/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_60
"63","SAFE/SS Vehicle for Hire Licensing & Metering > - Recent Updates","https://www.columbus.gov/","SAFE/SS Vehicle for Hire Licensing & Metering > - Recent Updates","https://public.govdelivery.com/topics/OHCCC_63/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_63
"64","R&P - Recreation and Parks Weekly Updates - Recent Updates","https://www.columbus.gov/","R&P - Recreation and Parks Weekly Updates - Recent Updates","https://public.govdelivery.com/topics/OHCCC_64/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_64
"65","R&P - Facilities, Parks and Trails Updates, and Closures - Recent Updates","https://www.columbus.gov/","R&P - Facilities, Parks and Trails Updates, and Closures - Recent Updates","https://public.govdelivery.com/topics/OHCCC_65/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_65
"66","R&P - Adult Sports Programming Updates - Recent Updates","https://www.columbus.gov/","R&P - Adult Sports Programming Updates - Recent Updates","https://public.govdelivery.com/topics/OHCCC_66/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_66
"70","R&P - Cultural Arts Center Programming Updates - Recent Updates","https://www.columbus.gov/","R&P - Cultural Arts Center Programming Updates - Recent Updates","https://public.govdelivery.com/topics/OHCCC_70/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_70
"71","CSC - City Employment News - Recent Updates","https://www.columbus.gov/","CSC - City Employment News - Recent Updates","https://public.govdelivery.com/topics/OHCCC_71/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_71
"72","GRN – GreenSpot Business - Recent Updates","https://www.columbus.gov/","GRN – GreenSpot Business - Recent Updates","https://public.govdelivery.com/topics/OHCCC_72/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_72
"73","NEI - Area Commission - Recent Updates","https://www.columbus.gov/","NEI - Area Commission - Recent Updates","https://public.govdelivery.com/topics/OHCCC_73/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_73
"75","NEI - New American Leadership Academy - Recent Updates","https://www.columbus.gov/","NEI - New American Leadership Academy - Recent Updates","https://public.govdelivery.com/topics/OHCCC_75/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_75
"76","NEI - 311 - Recent Updates","https://www.columbus.gov/","NEI - 311 - Recent Updates","https://public.govdelivery.com/topics/OHCCC_76/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_76
"77","NEI - Neighborhood Transformation - Recent Updates","https://www.columbus.gov/","NEI - Neighborhood Transformation - Recent Updates","https://public.govdelivery.com/topics/OHCCC_77/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_77
"78","NEI - Neighborhood Pride - Recent Updates","https://www.columbus.gov/","NEI - Neighborhood Pride - Recent Updates","https://public.govdelivery.com/topics/OHCCC_78/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_78
"79","NEI - Neighborhood News & Events - Recent Updates","https://www.columbus.gov/","NEI - Neighborhood News & Events - Recent Updates","https://public.govdelivery.com/topics/OHCCC_79/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_79
"80","NEI - CRC Commissioners - Recent Updates","https://www.columbus.gov/","NEI - CRC Commissioners - Recent Updates","https://public.govdelivery.com/topics/OHCCC_80/feed.rss",https://public.govdelivery.com/accounts/OHCCC/subscriber/new?qsp=OHCCC_80
